rgn_id,rgn_name,area_km2
1,Alaska,493030.3428
2,Nunavut,1481161.381
3,Beaufort Sea,712276.5654
4,Russia,4350002.223
5,Svalbard,796483.6222
6,Norway,941869.0494
7,Jan Mayen,291801.0109
8,West Greenland,954391.2804
9,East Greenland,1297894.216
