rgn_id,habitat,year,km2
1,seaice_edge,2016,6242.89772727271
1,seaice_shoreline,2016,1988.63636363636
2,seaice_edge,2016,6242.89772727271
2,seaice_shoreline,2016,1988.63636363636
3,seaice_edge,2016,6242.89772727271
3,seaice_shoreline,2016,1988.63636363636
4,seaice_edge,2016,6242.89772727271
4,seaice_shoreline,2016,1988.63636363636
5,seaice_edge,2016,6242.89772727271
5,seaice_shoreline,2016,1988.63636363636
6,seaice_edge,2016,6242.89772727271
6,seaice_shoreline,2016,1988.63636363636
7,seaice_edge,2016,6242.89772727271
7,seaice_shoreline,2016,1988.63636363636
8,seaice_edge,2016,6242.89772727271
8,seaice_shoreline,2016,1988.63636363636
9,seaice_edge,2016,6242.89772727271
9,seaice_shoreline,2016,1988.63636363636
